   0	1506630601.1821	2.552100e+00	-5.752200e-03
   1	1506630601.8462	2.552064e+00	-5.704800e-03
   2	1506630602.5193	2.544204e+00	-5.734300e-03
   3	1506630603.1953	2.495940e+00	-5.705700e-03
   4	1506630603.8514	2.453350e+00	-5.653200e-03
   5	1506630604.5265	2.407775e+00	-5.684600e-03
   6	1506630605.2055	2.384339e+00	-5.687600e-03
   7	1506630605.8586	2.370119e+00	-5.663100e-03
   8	1506630606.5007	2.349931e+00	-5.684700e-03
   9	1506630607.1417	2.338351e+00	-5.646500e-03
  10	1506630607.8138	2.317935e+00	-5.621500e-03
  11	1506630608.4889	2.295697e+00	-5.646100e-03
  12	1506630609.1609	2.262590e+00	-5.631300e-03
  13	1506630609.8410	2.206331e+00	-5.485400e-03
  14	1506630610.5201	2.162735e+00	-5.550100e-03
  15	1506630611.1981	2.114395e+00	-5.526300e-03
  16	1506630611.8522	2.070844e+00	-5.523600e-03
  17	1506630612.5263	2.031961e+00	-5.522100e-03
  18	1506630613.2083	1.965910e+00	-5.446500e-03
  19	1506630613.8624	1.932549e+00	-5.377400e-03
  20	1506630614.5395	1.917482e+00	-5.352600e-03
  21	1506630615.2235	1.882588e+00	-5.307700e-03
  22	1506630615.8716	1.844136e+00	-5.077400e-03
  23	1506630616.5517	1.792857e+00	-5.087100e-03
  24	1506630617.2387	1.774097e+00	-5.043600e-03
  25	1506630617.8918	1.759185e+00	-5.010000e-03
  26	1506630618.5669	1.733291e+00	-4.939500e-03
  27	1506630619.2419	1.702519e+00	-4.838400e-03
  28	1506630619.8860	1.688163e+00	-4.673500e-03
  29	1506630620.5611	1.664744e+00	-4.559300e-03
  30	1506630621.2581	1.638321e+00	-4.401700e-03
  31	1506630621.9132	1.608964e+00	-4.148700e-03
  32	1506630622.5883	1.584883e+00	-3.932600e-03
  33	1506630623.2643	1.582977e+00	-3.778500e-03
  34	1506630623.9104	1.561198e+00	-3.625000e-03
  35	1506630624.5925	1.515896e+00	-3.140400e-03
  36	1506630625.2725	1.489437e+00	-2.623400e-03
  37	1506630625.9196	1.471774e+00	-2.188900e-03
  38	1506630626.5937	1.458574e+00	-1.833000e-03
  39	1506630627.2727	1.436975e+00	-1.388200e-03
  40	1506630627.9598	1.424770e+00	-9.554000e-04
  41	1506630628.6369	1.409978e+00	-5.732000e-04
  42	1506630629.3230	1.394943e+00	-3.087000e-04
  43	1506630630.0020	1.366545e+00	3.779000e-04
  44	1506630630.6691	1.342031e+00	1.354500e-03
  45	1506630631.3512	1.322205e+00	2.495700e-03
  46	1506630632.0392	1.298557e+00	3.622300e-03
  47	1506630632.7193	1.285501e+00	4.472000e-03
  48	1506630633.4094	1.262037e+00	5.996200e-03
  49	1506630634.0984	1.228877e+00	7.946100e-03
  50	1506630634.7865	1.211483e+00	9.732400e-03
  51	1506630635.4676	1.188498e+00	1.155540e-02
  52	1506630636.1516	1.163817e+00	1.393930e-02
  53	1506630636.8387	1.153202e+00	1.662960e-02
  54	1506630637.5218	1.139634e+00	1.871910e-02
  55	1506630638.2008	1.130002e+00	2.075210e-02
  56	1506630638.8869	1.103375e+00	2.439860e-02
  57	1506630639.5750	1.081726e+00	2.848670e-02
  58	1506630640.2630	1.045242e+00	3.724630e-02
  59	1506630640.9521	1.012456e+00	4.839030e-02
  60	1506630641.6432	9.961318e-01	5.693400e-02
  61	1506630642.3343	9.814089e-01	6.591730e-02
  62	1506630643.0243	9.203597e-01	7.682840e-02
  63	1506630643.7154	8.526442e-01	1.356365e-01
  64	1506630644.4075	8.338212e-01	1.753152e-01
  65	1506630645.0935	8.151945e-01	2.080042e-01
  66	1506630645.7856	7.875487e-01	2.411574e-01
  67	1506630646.4767	7.607185e-01	2.930510e-01
  68	1506630647.1587	7.248730e-01	3.496974e-01
  69	1506630647.8378	6.719098e-01	4.721232e-01
  70	1506630648.5269	6.127505e-01	6.476809e-01
  71	1506630649.2119	5.681245e-01	8.089430e-01
  72	1506630649.8820	5.426777e-01	9.716957e-01
  73	1506630650.5771	4.762337e-01	1.255345e+00
  74	1506630651.2661	4.151855e-01	1.583865e+00
  75	1506630651.9392	3.931932e-01	1.895621e+00
  76	1506630652.6263	3.468353e-01	2.067397e+00
  77	1506630653.3134	3.112913e-01	2.460870e+00
  78	1506630654.0034	2.693874e-01	2.823533e+00
  79	1506630654.6945	2.333647e-01	3.109103e+00
  80	1506630655.3856	2.026875e-01	3.391913e+00
  81	1506630656.0746	1.730251e-01	3.668522e+00
  82	1506630656.7667	1.405023e-01	3.926225e+00
  83	1506630657.4578	9.321510e-02	4.193337e+00
  84	1506630658.1448	5.910460e-02	4.193947e+00
  85	1506630658.8349	4.698230e-02	4.194032e+00
  86	1506630659.5250	3.712040e-02	4.194061e+00
  87	1506630660.2160	2.969780e-02	4.193997e+00
  88	1506630660.9041	2.067510e-02	4.193952e+00
  89	1506630661.5972	1.081200e-02	4.193940e+00
  90	1506630662.2842	5.897400e-03	4.193944e+00
  91	1506630662.9763	0.000000e+00	4.193901e+00
  92	1506630663.6664	0.000000e+00	4.193905e+00
  93	1506630664.3605	0.000000e+00	4.193892e+00
  94	1506630665.0495	0.000000e+00	4.193837e+00
  95	1506630665.7406	-3.050000e-05	4.193746e+00
  96	1506630666.4297	-3.130000e-05	4.193500e+00
  97	1506630667.1207	-3.200000e-05	4.193191e+00
  98	1506630667.8138	-3.070000e-05	4.193038e+00
  99	1506630668.5039	-3.260000e-05	4.192999e+00
