   0	1506630214.9375	2.756680e+00	3.604780e-02
   1	1506630215.6046	2.756512e+00	3.606790e-02
   2	1506630216.2637	2.756350e+00	3.604370e-02
   3	1506630216.9377	2.701233e+00	3.605610e-02
   4	1506630217.6118	2.687416e+00	3.606910e-02
   5	1506630218.2859	2.667601e+00	3.605470e-02
   6	1506630218.9659	2.616995e+00	3.605090e-02
   7	1506630219.6410	2.595809e+00	3.607340e-02
   8	1506630220.3051	2.547222e+00	3.607760e-02
   9	1506630220.9771	2.544736e+00	3.607820e-02
  10	1506630221.6442	2.519401e+00	3.609150e-02
  11	1506630222.3213	2.467044e+00	3.608590e-02
  12	1506630223.0013	2.431604e+00	3.608680e-02
  13	1506630223.6674	2.410784e+00	3.610280e-02
  14	1506630224.3425	2.388276e+00	3.610450e-02
  15	1506630225.0155	2.366019e+00	3.609130e-02
  16	1506630225.6906	2.347770e+00	3.610800e-02
  17	1506630226.3687	2.330591e+00	3.609220e-02
  18	1506630227.0387	2.307611e+00	3.608260e-02
  19	1506630227.7128	2.288012e+00	3.610660e-02
  20	1506630228.3889	2.269666e+00	3.610790e-02
  21	1506630229.0609	2.257350e+00	3.608560e-02
  22	1506630229.7350	2.204560e+00	3.612720e-02
  23	1506630230.4101	2.173445e+00	3.609680e-02
  24	1506630231.0871	2.123412e+00	3.611980e-02
  25	1506630231.7632	2.107394e+00	3.611210e-02
  26	1506630232.4473	2.031798e+00	3.610980e-02
  27	1506630233.1233	1.942335e+00	3.613510e-02
  28	1506630233.7964	1.905621e+00	3.613380e-02
  29	1506630234.4715	1.853808e+00	3.616630e-02
  30	1506630235.1515	1.839626e+00	3.614380e-02
  31	1506630235.8076	1.792063e+00	3.616750e-02
  32	1506630236.4957	1.722320e+00	3.616260e-02
  33	1506630237.1607	1.668832e+00	3.616800e-02
  34	1506630237.8148	1.647421e+00	3.618910e-02
  35	1506630238.4969	1.601363e+00	3.617490e-02
  36	1506630239.1759	1.559826e+00	3.619670e-02
  37	1506630239.8230	1.527611e+00	3.621620e-02
  38	1506630240.5061	1.486283e+00	3.620890e-02
  39	1506630241.1851	1.484659e+00	3.621160e-02
  40	1506630241.8442	1.359808e+00	3.621930e-02
  41	1506630242.5303	1.318103e+00	3.623560e-02
  42	1506630243.2213	1.272854e+00	3.625470e-02
  43	1506630243.8714	1.239789e+00	3.623610e-02
  44	1506630244.5585	1.218494e+00	3.624230e-02
  45	1506630245.2475	1.200253e+00	3.624550e-02
  46	1506630245.9276	1.155406e+00	3.626030e-02
  47	1506630246.6137	1.112285e+00	3.624440e-02
  48	1506630247.3018	1.073168e+00	3.624700e-02
  49	1506630247.9828	1.039503e+00	3.629220e-02
  50	1506630248.6799	1.026322e+00	3.626600e-02
  51	1506630249.3630	9.830350e-01	3.629330e-02
  52	1506630250.0510	9.582422e-01	3.628770e-02
  53	1506630250.7411	9.068647e-01	3.627530e-02
  54	1506630251.4312	8.677018e-01	3.631690e-02
  55	1506630252.1122	8.418169e-01	3.630350e-02
  56	1506630252.7973	7.967221e-01	3.633520e-02
  57	1506630253.4984	7.456918e-01	3.633970e-02
  58	1506630254.1834	6.864783e-01	3.639830e-02
  59	1506630254.8655	6.349421e-01	3.652190e-02
  60	1506630255.5556	5.876805e-01	3.660730e-02
  61	1506630256.2406	5.502736e-01	3.677700e-02
  62	1506630256.9247	5.435166e-01	3.687870e-02
  63	1506630257.6138	5.284908e-01	3.694750e-02
  64	1506630258.3029	5.096873e-01	3.711670e-02
  65	1506630258.9729	4.967021e-01	3.728900e-02
  66	1506630259.6300	4.695391e-01	3.764750e-02
  67	1506630260.3161	4.454590e-01	3.819040e-02
  68	1506630261.0011	4.322236e-01	3.864620e-02
  69	1506630261.6932	4.029152e-01	3.972080e-02
  70	1506630262.3843	3.906038e-01	4.063730e-02
  71	1506630263.0753	3.701273e-01	4.206260e-02
  72	1506630263.7694	3.406299e-01	4.420860e-02
  73	1506630264.4605	3.143065e-01	4.838120e-02
  74	1506630265.1435	2.897484e-01	5.373600e-02
  75	1506630265.8156	2.685419e-01	6.032860e-02
  76	1506630266.5067	2.546079e-01	6.511440e-02
  77	1506630267.2077	2.402102e-01	6.853060e-02
  78	1506630267.8668	1.875181e-01	8.233840e-02
  79	1506630268.5569	1.438203e-01	9.854600e-02
  80	1506630269.2339	7.057920e-02	1.202235e-01
  81	1506630269.9230	6.922350e-02	1.339207e-01
  82	1506630270.6021	4.774000e-02	1.394742e-01
  83	1506630271.2882	3.819070e-02	1.461532e-01
  84	1506630271.9762	2.698140e-02	1.506154e-01
  85	1506630272.6583	1.740220e-02	1.549012e-01
  86	1506630273.3494	1.050890e-02	1.580859e-01
  87	1506630274.0404	7.404000e-04	1.622540e-01
  88	1506630274.7305	1.181000e-04	1.634965e-01
  89	1506630275.4196	0.000000e+00	1.638019e-01
  90	1506630276.1106	0.000000e+00	1.638305e-01
  91	1506630276.8017	-3.110000e-05	1.638407e-01
  92	1506630277.4948	-3.130000e-05	1.638729e-01
  93	1506630278.1858	-3.200000e-05	1.638522e-01
  94	1506630278.8769	-3.130000e-05	1.638537e-01
  95	1506630279.5670	-3.270000e-05	1.638768e-01
  96	1506630280.2590	-3.210000e-05	1.638523e-01
  97	1506630280.9491	-3.180000e-05	1.638445e-01
  98	1506630281.6392	-3.190000e-05	1.638485e-01
  99	1506630282.3283	-3.280000e-05	1.638398e-01
