# H/D spectrum, scan rate = 100 nm/min; order = 1
3.858320000e+02  3.865352000e-12
3.873700000e+02  3.865352000e-12
3.888200000e+02  3.865352000e-12
3.902610000e+02  4.320100000e-12
3.917150000e+02  4.320100000e-12
3.931550000e+02  2.955858000e-12
3.946060000e+02  3.637979000e-12
3.960550000e+02  3.637979000e-12
3.974980000e+02  3.637979000e-12
3.989500000e+02  3.183231000e-12
4.003870000e+02  4.320100000e-12
4.018360000e+02  3.637979000e-12
4.032870000e+02  3.637979000e-12
4.047250000e+02  3.637979000e-12
4.061750000e+02  4.320100000e-12
4.076100000e+02  4.320100000e-12
4.090470000e+02  3.637979000e-12
4.104960000e+02  3.865352000e-12
4.119410000e+02  4.547474000e-12
4.133910000e+02  3.637979000e-12
4.148250000e+02  4.547474000e-12
4.162740000e+02  3.637979000e-12
4.177200000e+02  4.320100000e-12
4.191600000e+02  4.320100000e-12
4.206010000e+02  4.547474000e-12
4.220340000e+02  3.183231000e-12
4.234800000e+02  4.320100000e-12
4.249220000e+02  3.637979000e-12
4.263560000e+02  3.865352000e-12
4.278010000e+02  4.547474000e-12
4.292330000e+02  4.320100000e-12
4.306750000e+02  4.320100000e-12
4.321140000e+02  3.865352000e-12
4.335490000e+02  4.320100000e-12
4.349900000e+02  3.865352000e-12
4.364260000e+02  4.320100000e-12
4.378600000e+02  3.865352000e-12
4.393020000e+02  3.865352000e-12
4.407310000e+02  4.320100000e-12
4.421700000e+02  4.547474000e-12
4.436000000e+02  3.637979000e-12
4.450360000e+02  4.547474000e-12
4.464760000e+02  4.320100000e-12
4.479030000e+02  4.320100000e-12
4.493420000e+02  3.637979000e-12
4.507660000e+02  3.865352000e-12
4.522040000e+02  3.865352000e-12
4.536400000e+02  3.865352000e-12
4.550670000e+02  4.320100000e-12
4.565050000e+02  4.320100000e-12
4.579250000e+02  4.320100000e-12
4.593650000e+02  3.637979000e-12
4.607820000e+02  4.320100000e-12
4.622070000e+02  3.637979000e-12
4.636550000e+02  4.320100000e-12
4.650750000e+02  4.320100000e-12
4.665080000e+02  4.320100000e-12
4.679420000e+02  4.320100000e-12
4.693650000e+02  3.865352000e-12
4.707960000e+02  4.320100000e-12
4.722220000e+02  4.774847000e-12
4.736460000e+02  4.547474000e-12
4.750780000e+02  4.547474000e-12
4.764970000e+02  4.547474000e-12
4.779290000e+02  4.547474000e-12
4.793450000e+02  4.547474000e-12
4.807750000e+02  4.774847000e-12
4.822030000e+02  4.320100000e-12
4.836220000e+02  4.547474000e-12
4.850510000e+02  4.774847000e-12
4.864650000e+02  4.547474000e-12
4.878910000e+02  4.774847000e-12
4.893190000e+02  5.229595000e-12
4.907400000e+02  4.774847000e-12
4.921420000e+02  4.774847000e-12
4.935660000e+02  5.456968000e-12
4.949970000e+02  5.229595000e-12
4.964220000e+02  4.320100000e-12
4.978350000e+02  5.229595000e-12
4.992580000e+02  4.547474000e-12
5.006620000e+02  4.774847000e-12
5.020980000e+02  5.229595000e-12
5.035170000e+02  5.229595000e-12
5.049260000e+02  4.547474000e-12
5.063490000e+02  4.547474000e-12
5.077520000e+02  4.547474000e-12
5.091840000e+02  4.774847000e-12
5.105990000e+02  4.320100000e-12
5.120080000e+02  5.229595000e-12
5.134280000e+02  4.547474000e-12
5.148400000e+02  5.456968000e-12
5.162600000e+02  4.547474000e-12
5.176720000e+02  4.547474000e-12
5.190790000e+02  4.774847000e-12
5.204970000e+02  4.774847000e-12
5.219090000e+02  4.774847000e-12
5.233240000e+02  4.774847000e-12
5.247340000e+02  4.774847000e-12
5.261380000e+02  4.774847000e-12
5.275500000e+02  4.774847000e-12
5.289600000e+02  5.229595000e-12
5.303750000e+02  5.229595000e-12
5.317830000e+02  4.774847000e-12
5.331830000e+02  4.547474000e-12
5.345960000e+02  4.547474000e-12
5.360030000e+02  4.774847000e-12
5.374140000e+02  5.456968000e-12
5.388220000e+02  5.229595000e-12
5.402200000e+02  5.229595000e-12
5.416310000e+02  4.774847000e-12
5.430380000e+02  5.229595000e-12
5.444440000e+02  5.911716000e-12
5.458480000e+02  5.456968000e-12
5.472450000e+02  5.456968000e-12
5.486540000e+02  4.774847000e-12
5.500540000e+02  4.774847000e-12
5.514620000e+02  5.456968000e-12
5.528620000e+02  5.456968000e-12
5.542610000e+02  4.774847000e-12
5.556470000e+02  5.456968000e-12
5.570570000e+02  5.229595000e-12
5.584630000e+02  5.229595000e-12
5.598640000e+02  4.774847000e-12
5.612620000e+02  5.229595000e-12
5.626460000e+02  5.911716000e-12
5.640500000e+02  5.229595000e-12
5.654530000e+02  5.911716000e-12
5.668560000e+02  5.456968000e-12
5.682520000e+02  5.229595000e-12
5.696310000e+02  5.456968000e-12
5.710340000e+02  5.229595000e-12
5.724350000e+02  5.229595000e-12
5.738330000e+02  4.774847000e-12
5.752270000e+02  4.774847000e-12
5.766060000e+02  5.229595000e-12
5.780070000e+02  5.456968000e-12
5.794030000e+02  5.456968000e-12
5.808010000e+02  4.774847000e-12
5.821920000e+02  5.229595000e-12
5.835680000e+02  5.911716000e-12
5.849650000e+02  5.456968000e-12
5.863600000e+02  4.774847000e-12
5.877560000e+02  5.229595000e-12
5.891420000e+02  5.911716000e-12
5.905160000e+02  5.911716000e-12
5.919140000e+02  5.456968000e-12
5.933070000e+02  5.911716000e-12
5.946960000e+02  5.456968000e-12
5.960820000e+02  5.456968000e-12
5.974510000e+02  5.456968000e-12
5.988450000e+02  5.911716000e-12
6.002350000e+02  5.229595000e-12
6.016230000e+02  5.456968000e-12
6.030090000e+02  5.229595000e-12
6.043760000e+02  5.456968000e-12
6.057640000e+02  5.229595000e-12
6.071600000e+02  5.229595000e-12
6.085400000e+02  5.456968000e-12
6.099190000e+02  5.911716000e-12
6.113050000e+02  5.229595000e-12
6.126810000e+02  5.456968000e-12
6.140650000e+02  5.456968000e-12
6.154410000e+02  5.229595000e-12
6.168180000e+02  6.139089000e-12
6.182010000e+02  5.229595000e-12
6.195750000e+02  6.139089000e-12
6.209570000e+02  5.456968000e-12
6.223320000e+02  5.911716000e-12
6.237050000e+02  5.911716000e-12
6.250860000e+02  5.911716000e-12
6.264550000e+02  6.139089000e-12
6.278350000e+02  5.911716000e-12
6.292060000e+02  5.911716000e-12
6.305790000e+02  5.911716000e-12
6.319560000e+02  5.911716000e-12
6.333230000e+02  6.139089000e-12
6.347010000e+02  6.139089000e-12
6.360700000e+02  5.911716000e-12
6.374380000e+02  6.139089000e-12
6.388140000e+02  5.911716000e-12
6.401790000e+02  5.911716000e-12
6.415510000e+02  6.593837000e-12
6.429190000e+02  6.139089000e-12
6.442910000e+02  6.593837000e-12
6.456580000e+02  5.456968000e-12
6.470260000e+02  6.139089000e-12
6.483880000e+02  5.456968000e-12
6.497530000e+02  5.911716000e-12
6.511160000e+02  6.139089000e-12
6.524860000e+02  5.911716000e-12
6.538430000e+02  6.593837000e-12
6.552120000e+02  6.139089000e-12
6.565730000e+02  5.456968000e-12
6.579350000e+02  5.456968000e-12
6.592980000e+02  6.139089000e-12
6.606530000e+02  6.139089000e-12
6.620190000e+02  6.821210000e-12
6.633840000e+02  5.229595000e-12
6.647430000e+02  5.911716000e-12
6.661020000e+02  5.456968000e-12
6.674520000e+02  5.911716000e-12
6.688150000e+02  5.229595000e-12
6.701760000e+02  5.456968000e-12
6.715340000e+02  6.139089000e-12
6.728890000e+02  5.911716000e-12
6.742340000e+02  5.911716000e-12
6.755950000e+02  5.456968000e-12
6.769530000e+02  6.139089000e-12
6.783060000e+02  5.911716000e-12
6.796610000e+02  5.911716000e-12
