  380.0000	             9173
  380.5000	             9801
  381.0000	             8143
  381.5000	             5155
  382.0000	             5114
  382.5000	             5248
  383.0000	             5413
  383.5000	             6138
  384.0000	            11717
  384.5000	             5473
  385.0000	             5831
  385.5000	             6277
  386.0000	             6442
  386.5000	             6107
  387.0000	             6037
  387.5000	             6471
  388.0000	             5957
  388.5000	             7211
  389.0000	            13816
  389.5000	            17878
  390.0000	             5950
  390.5000	             5266
  391.0000	             5352
  391.5000	             5552
  392.0000	             5516
  392.5000	             5453
  393.0000	             5760
  393.5000	             6066
  394.0000	             6354
  394.5000	             7461
  395.0000	             7091
  395.5000	             6143
  396.0000	             5344
  396.5000	             5358
  397.0000	            15775
  397.5000	            56694
  398.0000	             6085
  398.5000	             5984
  399.0000	             6274
  399.5000	             6924
  400.0000	             7917
  400.5000	             6016
  401.0000	             5283
  401.5000	             5042
  402.0000	             5000
  402.5000	             5116
  403.0000	             5254
  403.5000	             5181
  404.0000	             5080
  404.5000	             5440
  405.0000	             7354
  405.5000	             5888
  406.0000	             6562
  406.5000	             5896
  407.0000	             5439
  407.5000	             5277
  408.0000	             4956
  408.5000	             5116
  409.0000	             5254
  409.5000	             5534
  410.0000	            16952
  410.5000	           226560
  411.0000	            16659
  411.5000	             4697
  412.0000	             4654
  412.5000	             4823
  413.0000	             5088
  413.5000	             5358
  414.0000	             5503
  414.5000	             5379
  415.0000	             4511
  415.5000	             4510
  416.0000	             4620
  416.5000	             4525
  417.0000	             4525
  417.5000	             4689
  418.0000	             5100
  418.5000	             5042
  419.0000	             4652
  419.5000	             4789
  420.0000	             5491
  420.5000	             5266
  421.0000	             4682
  421.5000	             4740
  422.0000	             4557
  422.5000	             4512
  423.0000	             4504
  423.5000	             4745
  424.0000	             5423
  424.5000	             4562
  425.0000	             4308
  425.5000	             4408
  426.0000	             4453
  426.5000	             4452
  427.0000	             4850
  427.5000	             4390
  428.0000	             5094
  428.5000	             3894
  429.0000	             3950
  429.5000	             3963
  430.0000	             4064
  430.5000	             4200
  431.0000	             4255
  431.5000	             4214
  432.0000	             4214
  432.5000	             4369
  433.0000	             4663
  433.5000	             4841
  434.0000	           140535
  434.5000	          1048575
  435.0000	            12261
  435.5000	             4822
  436.0000	            11772
  436.5000	             9284
  437.0000	             5167
  437.5000	             5210
  438.0000	             4164
  438.5000	             4287
  439.0000	             4227
  439.5000	             4612
  440.0000	             4166
  440.5000	             4250
  441.0000	             4024
  441.5000	             6078
  442.0000	             7293
  442.5000	             5351
  443.0000	             4419
  443.5000	             4026
  444.0000	             4328
  444.5000	             4241
  445.0000	             5296
  445.5000	             4827
  446.0000	             4729
  446.5000	             5606
  447.0000	             4971
  447.5000	             4349
  448.0000	             4724
  448.5000	             4404
  449.0000	             5531
  449.5000	             5323
  450.0000	             4875
  450.5000	             4581
  451.0000	             4235
  451.5000	             3981
  452.0000	             4172
  452.5000	             3961
  453.0000	             3935
  453.5000	             4038
  454.0000	             4066
  454.5000	             3950
  455.0000	             3597
  455.5000	             4457
  456.0000	             3899
  456.5000	             3761
  457.0000	             3964
  457.5000	             4402
  458.0000	             4246
  458.5000	             4762
  459.0000	             4074
  459.5000	             3725
  460.0000	             3744
  460.5000	             3420
  461.0000	             3207
  461.5000	             3073
  462.0000	             3531
  462.5000	             3085
  463.0000	             3736
  463.5000	             4681
  464.0000	             4592
  464.5000	             3823
  465.0000	             3833
  465.5000	             4128
  466.0000	             3235
  466.5000	             3430
  467.0000	             3082
  467.5000	             3172
  468.0000	             2928
  468.5000	             3274
  469.0000	             3184
  469.5000	             2747
